When the new visitor is introduced, all or portions of this visitor may be deprecated.	__label__-1
Always returns true because all Windows must be roots of a focus traversal cycle.	__label__-1
Either the caption or the text may be null, but an NullPointerException is thrown if both are null.	__label__-1
Returns whether focus traversal keys are enabled for this Component.	__label__-1
The detail message is set to: (cause == null ?	__label__-1
The message will disappear after a time or if the user clicks on it.	__label__-1
This method was deprecated in API level 11.	__label__-1
Use getType(int) Parameters columnIndex int Returns boolean	__label__-1
An interface to be implemented by objects that can determine the settings of an IIOParam object, either by putting up a GUI to obtain values from a user, or by other means.	__label__-1
This MouseEvent occurs when the mouse cursor exits the unobscured part of component's geometry.	__label__-1
Defines the standard socket options.	__label__-1
The name of each socket option defined by this class is its field name.	__label__-1
In this release, the socket options defined here are used by network channels in the channels package.	__label__-1
A multiplexing UI used to combine PopupMenuUIs.	__label__-1
Deprecated.	__label__-1
For WINDOW_STATE_CHANGED events returns the previous state of the window.	__label__-1
org.omg.CORBA.DynamicImplementation	__label__-1
A caller should inspect the return value of JarEntry.getCodeSigners() to further determine if the signature can be trusted.	__label__-1
Please note that the verification process does not include validating the signer's certificate.	__label__-1
If the verify flag is on when opening a signed jar file, the content of the file is verified against its signature embedded inside the file.	__label__-1
Unless otherwise noted, passing a null argument to a constructor or method in this class will cause a NullPointerException to be thrown.	__label__-1
The JarFile class is used to read the contents of a jar file from any file that can be opened with java.io.RandomAccessFile.	__label__-1
The ZoneOffset is of the form '+01:00'.	__label__-1
Atomically decrements by one the current value of the field of the given object managed by this updater.	__label__-1
Returns the menu disabled foreground color of the current theme.	__label__-1
"For more information on Helper files, see ""Generated Files: Helper Files""."	__label__-1
The Helper for UnionMember.	__label__-1
"org/omg/CORBA/UnionMemberHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from ir.idl 03 June 1999 11:33:43 o'clock GMT+00:00"	__label__-1
If the answer is NO, throw a NoSuchAlgorithmException exception.	__label__-1
This class defines the Service Provider Interface (SPI) for the ExemptionMechanism class.	__label__-1
All the abstract methods in this class must be implemented by each cryptographic service provider who wishes to supply the implementation of a particular exemption mechanism.	__label__-1
The Manifest can be used to store meta-information about the JAR file and its entries.	__label__-1
It extends the class java.util.zip.ZipInputStream with support for reading an optional Manifest entry.	__label__-1
The JarInputStream class is used to read the contents of a JAR file from any input stream.	__label__-1
Tells if a DropLocation should be indicated by a line between nodes.	__label__-1
This is meant for javax.swing.DropMode.INSERT and javax.swing.DropMode.ON_OR_INSERT drop modes.	__label__-1
Applies the given pattern string to this date format.	__label__-1
The Holder for OctetSeq.	__label__-1
"org/omg/CORBA/OctetSeqHolder.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:36 o'clock GMT+00:00"	__label__-1
When editing, this will be the Component that is doing the actual editing.	__label__-1
"Constant for the ""Vedic Extensions"" Unicode character block."	__label__-1
More formally, removes the first element e such that o.equals(e) (if such an element exists).	__label__-1
Returns true if this deque contained the specified element (or equivalently, if this deque changed as a result of the call).	__label__-1
Removes the first occurrence of the specified element from this deque.	__label__-1
Each date time instance is composed of fields that are conveniently made available by the APIs.	__label__-1
The main API for dates, times, instants, and durations.	__label__-1
The classes defined here represent the principle date-time concepts, including instants, durations, dates, times, time-zones and periods.	__label__-1
Returns whether or not this location represents an insert of a row.	__label__-1
"Therefore, methods whose names begin with ""visit"" may be added to this class in the future; to avoid incompatibilities, classes which extend this class should not declare any instance methods with names beginning with ""visit""."	__label__-1
Visits a LONG primitive type by calling defaultAction.	__label__-1
The method get_values returns an NVList object containing the NamedValue objects that hold the value(s) identified by the given string.	__label__-1
Do not access directly or override.	__label__-1
Constructs a GlyphMetrics object.	__label__-1
For example, if the underlying source of information is Java source code, then the elements will be returned in source code order.	__label__-1
Retrieves and removes the head of the queue represented by this deque (in other words, the first element of this deque), or returns null if this deque is empty.	__label__-1
This class represents a Network Interface address.	__label__-1
In short it's an IP address, a subnet mask and a broadcast address when the address is an IPv4 one.	__label__-1
The Helper for LongSeqHelper.	__label__-1
"org/omg/CORBA/LongSeqHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:36 o'clock GMT+00:00 The class definition has been modified to conform to the following OMG specifications : ORB core as defined by CORBA 2.3.1 (formal/99-10-07) IDL/Java Language Mapping as defined in ptc/00-01-08"	__label__-1
Adds a PropertyChangeListener to the listener list for a specific property.	__label__-1
If listener is null, no exception is thrown and no action is performed.	__label__-1
Use the accessor methods instead.	__label__-1
This method works only if the JComboBox uses a mutable data model.	__label__-1
Adds an item to the item list.	__label__-1
A workaround is to add new objects instead of String objects and make sure that the toString() method is defined.	__label__-1
Warning: Focus and keyboard navigation problems may arise if you add duplicate String objects.	__label__-1
Constructor for concrete subclasses; uses null for the default value.	__label__-1
"For example: comboBox.addItem(makeObj(""Item 1"")); comboBox.addItem(makeObj(""Item 1"")); ... private Object makeObj(final String item) { return new Object() { public String toString() { return item; } }; } ."	__label__-1
Returns the path for passed in row.	__label__-1
Returns a Collection view of the values contained in this map.	__label__-1
If row is not visible null is returned.	__label__-1
Provides classes for the secure socket package.	__label__-1
Methods such as execute and populate must be provided in any class that extends this class and implements one or more of the standard JSR-114 RowSet interfaces.	__label__-1
After this method has been called, a call to the method getParams will return an object array of the current command parameters, which will include the Ref object set for placeholder parameter number parameterIndex.	__label__-1
Note that because the numbering of elements in an array starts at zero, the array element that corresponds to placeholder parameter number parameterIndex is element number parameterIndex -1.	__label__-1
Sets the designated parameter to the given Ref object in the Java programming language.	__label__-1
The driver converts this to an SQL REF value when it sends it to the database.	__label__-1
The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.	__label__-1
Returns boolean true if the duration is estimated, false if accurate	__label__-1
In JAR files, all file names must be encoded in the UTF-8 encoding.	__label__-1
Manifest and Signature Specification - The manifest format specification.	__label__-1
It does not support the add or addAll operations.	__label__-1
Provides classes for reading and writing the JAR (Java ARchive) file format, which is based on the standard ZIP file format with an optional manifest file.	__label__-1
See java.util.zip package description.	__label__-1
This provides equivalent, safe behavior for immutable and mutable implementations.	__label__-1
Parameters temporal R: the temporal object to adjust, not null amount long: the amount of this unit to add, positive or negative Returns R the adjusted temporal object, not null	__label__-1
Implementations must not alter the specified temporal object.	__label__-1
"Constant for the ""Miscellaneous Technical"" Unicode character block."	__label__-1
Bound property name for rootVisible.	__label__-1
Sets the date and time format symbols of this date format.	__label__-1
when showing an owner of the window makes the window to be shown).	__label__-1
If set to false, the lines will always be unwrapped.	__label__-1
"A PropertyChange event (""lineWrap"") is fired when the policy is changed."	__label__-1
Sets the line-wrapping policy of the text area.	__label__-1
If set to true the lines will be wrapped if they are too long to fit within the allocated width.	__label__-1
By default this property is false.	__label__-1
OS/2 and Windows specific metrics.	__label__-1
"If the default implementation of checkPrintJobAccess is used (that is, that method is not overriden), then this results in a call to the security manager's checkPermission method with a RuntimePermission(""queuePrintJob"") permission."	__label__-1
If there is, the method should call the security manager's checkPrintJobAccess method to ensure initiation of a print operation is allowed.	__label__-1
Returns the primary control dark shadow color of the current theme.	__label__-1
Gets a PrintJob object which is the result of initiating a print operation on the toolkit's platform.	__label__-1
Removes the item at anIndex This method works only if the JComboBox uses a mutable data model.	__label__-1
The Helper for StringValue.	__label__-1
Client code should never create an AWTKeyStroke on its own, but should instead use a variant of getAWTKeyStroke.	__label__-1
"The format of the IPv6reference should follow that specified in RFC 2732: Format for Literal IPv6 Addresses in URLs: ipv6reference = ""["" IPv6address ""]"" ."	__label__-1
AWTKeyStrokes can correspond to only a press or release of a particular key, just as KEY_PRESSED and KEY_RELEASED KeyEvents do; alternately, they can correspond to typing a specific Java character, just as KEY_TYPED KeyEvents do.	__label__-1
This package contains classes and exceptions from the DynAnyFactory interface of the DynamicAny module specified in the OMG The Common Object Request Broker: Architecture and Specification, http://cgi.omg.org/cgi-bin/doc?formal/99-10-07, section 9.2.2.	__label__-1
Please refer to that OMG specification for further details.	__label__-1
Package Specification For a precise list of supported sections of official specifications with which the Java[tm] Platform, Standard Edition 6 ORB complies, see Official Specifications for CORBA support in Java SE 6.	__label__-1
"org/omg/CORBA/WCharSeqHolder.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:36 o'clock GMT+00:00"	__label__-1
"For more information on Holder files, see ""Generated Files: Holder Files""."	__label__-1
The Holder for WCharSeq.	__label__-1
Provides one interface and many abstract classes that Swing uses to provide its pluggable look-and-feel capabilities.	__label__-1
The InputStream object that will be returned by the method getAsciiStream, which is specified in the ResultSet interface.	__label__-1
Provides interfaces that enable the development of input methods that can be used with any Java runtime environment.	__label__-1
The file should contain a list of fully-qualified class names, one per line, of classes implementing the java.awt.im.spi.InputMethodDescriptor interface.	__label__-1
MBean Server To be useful, an MBean must be registered in an MBean Server.	__label__-1
Creates this toolkit's implementation of Frame using the specified peer interface.	__label__-1
"org/omg/CORBA/UShortSeqHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:36 o'clock GMT+00:00 The class definition has been modified to conform to the following OMG specifications : ORB core as defined by CORBA 2.3.1 (formal/99-10-07) IDL/Java Language Mapping as defined in ptc/00-01-08"	__label__-1
The Helper for CharSeq.	__label__-1
The Helper for UShortSeq.	__label__-1
Sets the designated parameter to the given Java float value.	__label__-1
The driver converts this to an SQL FLOAT value when it sends it to the database.	__label__-1
One notable feature of the persistence scheme is that reading in a bean requires no special knowledge of the bean.	__label__-1
Writing out a bean, on the other hand, sometimes requires special knowledge of the bean's type.	__label__-1
Unless explicitly stated, null values or empty Strings are not valid parameters for the methods in this package.	__label__-1
You may expect to see exceptions if these parameters are used.	__label__-1
Note: The persistence scheme cannot automatically instantiate custom inner classes, such as you might use for event handlers.	__label__-1
By using the EventHandler class instead of inner classes for custom event handlers, you can avoid this problem.	__label__-1
Marks the last integer id for the range of paint event ids.	__label__-1
WARNING: The ElementVisitor interface implemented by this class may have methods added to it in the future to accommodate new, currently unknown, language structures added to future versions of the Java™ programming language.	__label__-1
Thrown by an implementation of ClassFileTransformer.transform when its input parameters are invalid.	__label__-1
A simple visitor of types with default behavior appropriate for the RELEASE_7 source version.	__label__-1
This method will be invoked when the dialog is dismissed.	__label__-1
Returns true if all of the fields have legal values given their names.	__label__-1
A multiplexing UI used to combine SplitPaneUIs.	__label__-1
Visits an ANNOTATION_TYPE type element by calling defaultAction.	__label__-1
Encapsulates a reason a Policy may be invalid.	__label__-1
This method was deprecated in API level 11.	__label__-1
When such a new visit method is added, the default implementation in this class will be to call the visitUnknown method.	__label__-1
Fetches the model associated with the editor.	__label__-1
Returns a border instance for a JToggleButton	__label__-1
Returns an iterator over the elements in this deque in reverse sequential order.	__label__-1
The elements will be returned in order from last (tail) to first (head).	__label__-1
Weak reference objects, which do not prevent their referents from being made finalizable, finalized, and then reclaimed.	__label__-1
The returned iterator is weakly consistent.	__label__-1
Provides for events fired by Swing components.	__label__-1
It contains event classes and corresponding event listener interfaces for events fired by Swing components in addition to those events in the java.awt.event package.	__label__-1
For details, see Threads and Swing, a section in The Java Tutorial.	__label__-1
Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: Writing Event Listeners, a section in The Java Tutorial	__label__-1
Sets the designated parameter to the given input stream, which will have the specified number of bytes.	__label__-1
"Stores the width/height of this component into ""return value"" rv and returns rv."	__label__-1
If rv is null a new Dimension object is allocated.	__label__-1
Constant for the Roman Characters function key.	__label__-1
Creates a new tool bar with the specified name.	__label__-1
All .jar files in archivelist must be stored in the directory specified by the code base URL.	__label__-1
For example, the run time may have reached the maximum permissible number of open connections.	__label__-1
If archivelist contains more than one file: Each file must be separated from the one that follows it by a comma (,).	__label__-1
One of the .jar files must contain the file specified by the CODE or OBJECT attribute.	__label__-1
Either CODE or OBJECT must be present.	__label__-1
Creates a new CachedRowSet object containing the data in this JoinRowSet object, which can be saved to a data source using the SyncProvider object for the CachedRowSet object.	__label__-1
"The DragSourceListener defines the event interface for originators of Drag and Drop operations to track the state of the user's gesture, and to provide appropriate ""drag over"" feedback to the user throughout the Drag and Drop operation."	__label__-1
The drop site is associated with the previous dragEnter() invocation if the latest invocation of dragEnter() on this listener: corresponds to that drop site and is not followed by a dragExit() invocation on this listener.	__label__-1
Returns the name of the L&F class that renders this component.	__label__-1
An application should reset the SQL statement using the RowSet.setCommand method.	__label__-1
"When requesting such a mode, you may optionally specify the number of bits to be processed at a time by appending this number to the mode name as shown in the ""DES/CFB8/NoPadding"" and ""DES/OFB32/PKCS5Padding"" transformations."	__label__-1
The CachedRowSet instance returned should not contain modification data and it should clear all properties of it's originating SQL statement.	__label__-1
When such a new visit method is added, the default implementation in this class will be to call the visitUnknown method.	__label__-1
To avoid name collisions, the reverse DNS name convention should be used.	__label__-1
"Therefore, methods whose names begin with ""visit"" may be added to this class in the future; to avoid incompatibilities, classes which extend this class should not declare any instance methods with names beginning with ""visit""."	__label__-1
Interceptors are intended to be a means by which ORB services gain access to ORB processing, effectively becoming part of the ORB.	__label__-1
Facilitates interceptor registration and ORB initialization.	__label__-1
Interceptors cannot be registered on an ORB after it has been returned by a call to ORB.init.	__label__-1
Returns Collection<V> the collection view	__label__-1
Registering ORB Initializers in Java ORBInitializers are registered via Java ORB properties.	__label__-1
A class to encapsulate the bitmap representation of the mouse cursor.	__label__-1
Returns a hashcode for this ShapeGraphicAttribute.	__label__-1
Model maintaing the selection.	__label__-1
Note that adding a default implementation of a new visit method in a visitor class will occur instead of adding a default method directly in the visitor interface since a Java SE 8 language feature cannot be used to this version of the API since this version is required to be runnable on Java SE 7 implementations.	__label__-1
Bound property name for messagesStopCellEditing.	__label__-1
What this means in practical terms is that an application that starts to use SAAJ APIs on a tree after manipulating it using DOM APIs must assume that the tree has been translated into an all SAAJ tree and that any references to objects within the tree that were obtained using DOM APIs are no longer valid.	__label__-1
Returns the metrics of the glyph at the specified index into this GlyphVector.	__label__-1
The driver converts this oa SQL NCLOB value when it sends it to the database.	__label__-1
Represents a package program element.	__label__-1
Provides the API for creating and building SOAP messages.	__label__-1
On such platforms, the dynamic resize property must be set at the operating system or window manager level before this method can take effect.	__label__-1
It is important to note that, while it is possible to use DOM APIs to add ordinary DOM nodes to a SAAJ tree, the SAAJ APIs are still required to return SAAJ types when examining or manipulating the tree.	__label__-1
Returns the system text font.	__label__-1
This returns Dialog, 12pt, plain.	__label__-1
The parameterTypes parameter is an array of Class objects that identify the constructor's formal parameter types, in declared order.	__label__-1
Returns a Constructor object that reflects the specified public constructor of the class represented by this Class object.	__label__-1
The constructor to reflect is the public constructor of the class represented by this Class object whose formal parameter types match those specified by parameterTypes.	__label__-1
If this Class object represents an inner class declared in a non-static context, the formal parameter types include the explicit enclosing instance as the first parameter.	__label__-1
Related Documentation This document forms the complete API specification.	__label__-1
For details, see Threads and Swing, a section in The Java Tutorial.	__label__-1
Contains classes and interfaces used by the JFileChooser component.	__label__-1
For overviews, tutorials, examples, guides, and tool documentation, please see: How to Use File Choosers, a section in The Java Tutorial Internationalization Documentation Input Method Framework Documentation	__label__-1
The caller is thus free to modify the returned array.	__label__-1
This method acts as bridge between array-based and collection-based APIs.	__label__-1
Returns Object[] an array containing all of the elements in this collection	__label__-1
Returns an array containing all of the elements in this collection.	__label__-1
If this collection makes any guarantees as to what order its elements are returned by its iterator, this method must return the elements in the same order.	__label__-1
"The returned array will be ""safe"" in that no references to it are maintained by this collection."	__label__-1
(In other words, this method must allocate a new array even if this collection is backed by an array).	__label__-1
Returns the component at the specified index.	__label__-1
This method returns the time-zone used.	__label__-1
Gets the time-zone being used to create dates and times.	__label__-1
This policy specifies whether the created POA retains active servants in an Active Object Map.	__label__-1
For example, a Permissions object might have a FilePermissionCollection for all the FilePermission objects, a SocketPermissionCollection for all the SocketPermission objects, and so on.	__label__-1
That is, its members are each a homogeneous PermissionCollection.	__label__-1
For example, Permissions is a PermissionCollection subclass that represents a collection of PermissionCollections.	__label__-1
A PermissionCollection may also be heterogeneous.	__label__-1
For example, the Permissions object uses a default PermissionCollection implementation that stores the permission objects in a Hashtable.	__label__-1
If newPermissionCollection returns null, the PermissionCollection is free to store the permission in any type of PermissionCollection it desires (one using a Hashtable, one using a Vector, etc.).	__label__-1
Whenever a permission is added to a heterogeneous PermissionCollection such as Permissions, and the PermissionCollection doesn't yet contain a PermissionCollection of the specified permission's type, the PermissionCollection should call the newPermissionCollection method on the permission's class to see if it requires a special PermissionCollection.	__label__-1
Its add method adds a permission to the appropriate collection.	__label__-1
Furthermore, Enumerations returned via the elements method are not fail-fast.	__label__-1
Constant for the inverted exclamation mark key.	__label__-1
Exception thrown when an invocation failed because the caller has insufficient privileges.	__label__-1
It contains a minor code, which gives more detailed information about what caused the exception, and a completion status.	__label__-1
It may also contain a string describing the exception.	__label__-1
"For more information on Holder files, see ""Generated Files: Holder Files""."	__label__-1
The Holder for CharSeq.	__label__-1
When the method acceptChanges executes successfully, in addition to writing changes to the data source, it makes the values in the current row be the values in the original row.	__label__-1
Depending on the synchronization level of the SyncProvider implementation being used, the writer will compare the original values with those in the data source to check for conflicts.	__label__-1
When there is a conflict, the RIOptimisticProvider implementation, for example, throws a SyncProviderException and does not write anything to the data source.	__label__-1
An application may choose to catch the SyncProviderException object and retrieve the SyncResolver object it contains.	__label__-1
Propagates row update, insert and delete changes made to this CachedRowSet object to the underlying data source.	__label__-1
Standard CachedRowSet implementations should use the SyncFactory singleton to obtain a SyncProvider instance providing a RowSetWriter object (writer).	__label__-1
The writer will attempt to propagate changes made in this CachedRowSet object back to the data source.	__label__-1
The SyncResolver object lists the conflicts row by row and sets a lock on the data source to avoid further conflicts while the current conflicts are being resolved.	__label__-1
Further, for each conflict, it provides methods for examining the conflict and setting the value that should be persisted in the data source.	__label__-1
This allows for wrapping exceptions from distributed communications (RMI, EJB, etc.)	__label__-1
MBeanException and RuntimeOperationsException must be thrown on every public method.	__label__-1
Gets the location of this component in the form of a point specifying the component's top-left corner.	__label__-1
Due to the asynchronous nature of native event handling, this method can return outdated values (for instance, after several calls of setLocation() in rapid succession).	__label__-1
Returns boolean true if this queue contains no elements	__label__-1
Returns true if this queue contains no elements.	__label__-1
Creates the peer for a DragSourceContext.	__label__-1
Always throws InvalidDndOperationException if GraphicsEnvironment.isHeadless() returns true.	__label__-1
This class encapsulates information about a code signer.	__label__-1
Returns the value of the requested column as a short.	__label__-1
Acquires in shared mode, ignoring interrupts.	__label__-1
Implemented by first invoking at least once tryAcquireShared(long), returning on success.	__label__-1
Not all such extension packages should need to be recognized directly by parsers, however.	__label__-1
Constructs a ConnectionEvent object initialized with the given PooledConnection object and SQLException object.	__label__-1
Returns a Collection object containing the RowSet objects that have been added to this JoinRowSet object.	__label__-1
If no such listeners exist, this method returns an empty array.	__label__-1
For example, you can query a TextField t for its action listeners with the following code: ActionListener[] als = (ActionListener[])(t.getListeners(ActionListener.class)); .	__label__-1
You can specify the listenerType argument with a class literal, such as FooListener.class.	__label__-1
